YEAR,STATE,BLACKM,BLACKF,WHITEM,WHITEF,JURTOTM,JURTOTF
2001,DE,4024,337,2386,250,6412,591
2001,DC,-8,-8,-8,-8,-8,-8
2001,FL,36399,2045,24765,1910,68122,4282
2001,GA,27390,1475,14500,1251,43103,2834
2001,HI,202,19,1092,174,4815,616
2001,ID,82,10,3854,450,5443,541
2001,IL,26510,1791,10597,767,41601,2747
2001,IN,8005,602,10768,901,19424,1542
2001,IA,1688,123,5098,484,7327,635
2001,KS,2839,180,4362,281,8080,497
2001,KY,4738,336,9392,794,14286,1138
2001,LA,25165,1777,8223,581,33448,2362
2001,ME,47,3,1306,41,1645,59
2001,MD,17504,885,4971,315,22545,1207
2001,MA,2721,124,4481,418,9875,713
2001,MI,25597,1156,19446,933,46700,2149
2001,MN,2310,102,3368,236,6223,383
2001,MS,14179,1107,5351,696,19637,1823
2001,MO,11302,739,14773,1357,26633,2124
2001,MT,59,4,2288,246,2965,363
2001,NE,914,75,2091,224,3595,342
2001,NV,2567,224,5078,555,9392,841
2001,NH,118,5,2093,121,2263,129
2001,NJ,16836,1005,4892,440,26514,1628
2001,NM,511,58,1212,153,5151,517
2001,NY,32603,1648,11103,669,64400,3133
2001,NC,19043,987,9570,943,30211,2042
2001,ND,49,1,682,89,1010,101
2001,OH,21778,1417,19655,1369,42452,2829
2001,OK,6225,673,11669,1341,20490,2290
2001,OR,1176,75,8022,530,10749,661
2001,PA,19991,796,12150,743,36351,1711
2001,RI,1501,107,975,60,3048,193
2001,SC,14439,853,6382,636,21067,1509
2001,SD,111,4,1876,151,2570,220
2001,TN,11672,591,10244,867,22203,1468
2001,TX,62030,5453,46192,4942,149701,12369
2001,UT,407,21,3389,232,5024,315
2001,VT,88,6,1427,85,1646,95
2001,VA,19458,1317,9608,911,29422,2240
2001,WA,3022,228,8488,681,14080,1079
2001,WV,623,52,3214,294,3869,346
2001,WI,9443,613,10000,642,20192,1303
2001,WY,80,3,1171,109,1549,135
2001,ST,537476,34765,423598,36472,1165033,82006
2001,US,597761,38757,504868,43075,1311053,92979
2001,FE,60285,3992,81270,6603,146020,10973
2002,AL,16753,838,9417,859,26250,1697
2002,AK,459,31,1833,163,4049,349
2002,AZ,3720,320,11804,1342,26931,2428
2002,AR,6093,307,6090,546,12237,854
2002,CA,44807,3027,42714,3804,151374,9987
2002,CO,3788,362,7855,801,17267,1566
2002,CT,8526,683,5303,686,19026,1694
2002,DE,3997,304,2271,243,6236,542
2002,DC,-8,-8,-8,-8,-8,-8
2002,FL,37163,2145,26139,2104,70615,4595
2002,GA,27777,1676,15414,1398,44316,3129
2002,HI,226,26,1082,188,4754,669
2002,ID,95,12,4261,503,5154,592
2002,IL,25034,1546,10587,791,40173,2520
2002,IN,8147,590,11169,961,20028,1583
2002,IA,1710,142,5389,528,7695,703
2002,KS,2924,202,4581,298,8398,537
2002,KY,4767,326,9698,947,14551,1269
2002,LA,25421,1576,8139,817,33634,2398
2002,ME,62,2,1440,59,1810,90
2002,MD,17834,902,4995,353,22898,1264
2002,MA,2708,114,4251,448,9625,704
2002,MI,26273,1181,20360,1024,48324,2267
2002,MN,2392,125,3698,278,6674,455
2002,MS,13052,990,5088,660,20623,2082
2002,MO,11775,775,15490,1457,27825,2274
2002,MT,69,4,2248,218,2978,345
2002,NE,937,76,2160,236,3706,352
2002,NV,2555,215,5215,557,9627,851
2002,NH,130,5,2121,133,2307,144
2002,NJ,16722,990,4922,412,26305,1586
2002,NM,526,63,1227,133,5473,518
2002,NY,32000,1566,11160,672,64069,2996
2002,NC,19043,987,9570,943,30659,2173
2002,ND,49,4,710,79,1009,103
2002,OH,21530,1356,20077,1529,42717,2929
2002,OK,6053,590,11763,1384,20464,2338
2002,OR,1197,69,8548,675,11273,812
2002,PA,20777,780,12984,859,38347,1821
2002,RI,911,54,1685,129,3306,214
2002,SC,15090,926,6674,715,22044,1671
2002,SD,124,4,1948,153,2691,227
2002,TN,11915,660,11001,1071,23254,1735
2002,TX,60339,5551,45547,5306,148952,13051
2002,UT,393,17,3759,296,5191,371
2002,VT,99,2,1529,124,1731,132
2002,VA,19458,1317,9608,911,32332,2641
2002,WA,3245,258,8926,812,14808,1254
2002,WV,635,41,3516,320,4182,362
2002,WI,7782,612,8440,669,20757,1356
2002,WY,91,5,1158,134,1570,167
2002,ST,537173,34354,435564,39728,1190219,86397
2002,US,599704,38327,520602,46541,1342513,97631
2002,FE,62531,3973,85038,6813,152294,11234
2003,AL,16031,851,9410,982,25910,2003
2003,AK,441,29,1966,189,4135,392
2003,AZ,3832,346,12295,1476,28514,2656
2003,AR,5866,315,6301,621,12449,866
2003,CA,44439,3104,42506,4094,153831,10656
2003,CO,3797,398,8153,887,17935,1736
2003,CT,8110,556,5093,684,18298,1548
2003,DE,3938,273,2025,224,6286,508
2003,DC,-8,-8,-8,-8,-8,-8
2003,FL,39920,2289,28645,2532,76847,5165
2003,GA,26933,1591,15837,1505,44063,3145
2003,HI,235,25,1148,190,5143,685
2003,ID,90,6,4104,498,5146,591
2003,IL,24765,1556,11118,939,40718,2700
2003,IN,8356,623,12153,1089,21311,1758
2003,IA,1726,154,5526,530,7830,716
2003,KS,2869,204,4737,367,8503,629
2003,KY,4797,339,9977,999,15211,1411
2003,LA,24794,1773,8747,625,33642,2405
2003,ME,91,5,1613,97,1889,124
2003,MD,17375,877,5104,366,22543,1248
2003,MA,2620,118,4220,447,9524,708
2003,MI,25169,1109,20518,1028,47160,2198
2003,MN,2524,111,4366,310,7430,435
2003,MS,14727,1189,6137,955,18834,1755
2003,MO,11867,689,15649,1526,28064,2239
2003,MT,64,6,2497,298,3201,419
2003,NE,918,64,2193,216,3717,323
2003,NV,2555,215,5215,557,9663,880
2003,NH,120,6,2107,107,2317,117
2003,NJ,16319,946,4847,394,25729,1517
2003,NM,585,55,1308,173,5647,576
2003,NY,31133,1457,11143,684,62284,2914
2003,NC,19239,1049,10218,1115,31304,2256
2003,ND,52,4,805,73,1126,113
2003,OH,20815,1234,19935,1625,41881,2897
2003,OK,5811,576,11830,1447,20501,2320
2003,OR,1196,73,9313,745,11832,883
2003,PA,20788,704,13611,911,39067,1823
2003,RI,929,41,1653,144,3305,222
2003,SC,15085,859,6761,699,22143,1576
2003,SD,125,11,1995,172,2757,269
2003,TN,11894,630,11340,1191,23577,1826
2003,TX,60605,5487,46645,5676,153424,13487
2003,UT,366,23,3806,328,5336,427
2003,VT,124,3,1588,125,1809,135
2003,VA,20927,1482,10982,1180,32386,2681
2003,WA,3118,232,9154,868,14860,1288
2003,WV,679,46,3635,358,4353,405
2003,WI,9385,572,10349,707,21199,1405
2003,WY,82,6,1297,149,1697,175
2003,ST,538226,34311,451575,43102,1206331,89211
2003,US,604155,38306,542030,50244,1367755,100846
2003,FE,65929,3995,90455,7142,161424,11635
2004,AL,14903,749,9172,993,24139,1748
2004,AK,454,28,1931,199,4157,397
2004,AZ,3929,333,12668,1517,29750,2765
2004,AR,5702,326,6741,749,12845,962
2004,CA,44487,3235,42561,4271,155368,11188
2004,CO,3797,387,8468,1007,18393,1900
2004,CT,7902,528,5016,630,18009,1488
2004,DE,3948,292,2088,253,6370,557
2004,DC,-8,-8,-8,-8,-8,-8
2004,FL,41003,2343,30299,2935,79873,5660
2004,GA,31439,2143,14754,1216,47668,3436
2004,HI,246,26,1164,181,5261,699
2004,ID,107,13,4621,627,5728,647
2004,IL,24949,1572,11304,977,41304,2750
2004,IN,8778,625,12513,1218,22116,1892
2004,IA,1726,157,5452,548,7768,757
2004,KS,2787,177,4631,369,8346,620
2004,KY,5096,325,10889,1225,16254,1560
2004,LA,25120,1403,9364,981,34553,2386
2004,ME,111,5,1635,102,1899,125
2004,MD,16916,793,5116,379,22105,1180
2004,MA,2561,119,4138,491,9403,741
2004,MI,24728,1033,20614,1021,46770,2113
2004,MN,2650,123,4796,354,8214,544
2004,MS,13434,959,5570,817,19187,1796
2004,MO,11950,747,16119,1726,28574,2507
2004,MT,77,4,2575,348,2841,323
2004,NE,944,59,2209,266,3761,369
2004,NV,2794,218,5550,562,10487,878
2004,NH,123,9,2084,105,2329,119
2004,NJ,15928,856,4855,447,25287,1470
2004,NM,549,58,1378,166,5798,581
2004,NY,30747,1332,11300,772,60962,2789
2004,NC,19997,1062,10875,1263,33004,2430
2004,ND,50,4,896,91,1198,129
2004,OH,20390,1284,20016,1854,41621,3185
2004,OK,6010,583,12010,1461,22024,2484
2004,OR,1207,78,9487,838,12198,985
2004,PA,20544,686,13820,948,39136,1827
2004,RI,894,36,1619,137,3222,208
2004,SC,14777,800,6747,742,21866,1562
2004,SD,147,12,1971,182,2803,292
2004,TN,11944,620,11625,1260,23979,1905
2004,TX,59065,5438,47635,5971,154147,13958
2004,UT,420,24,3734,390,5480,511
2004,VT,128,2,1603,130,1825,143
2004,VA,21022,1397,11188,1289,32858,2706
2004,WA,3159,221,9578,932,15284,1330
2004,WV,668,43,3909,414,4608,459
2004,WI,10042,577,10707,742,21572,1387
2004,WY,86,7,1352,177,1770,210
2004,ST,540435,33851,460347,46273,1224114,92658
2004,US,608774,37866,554783,53868,1392278,104822
2004,FE,68339,4015,94436,7595,168164,12164
2005,AL,15725,761,10148,1203,25923,1965
2005,AK,452,36,2092,246,4347,465
2005,AZ,3992,323,12913,1638,30575,2896
2005,AR,5622,334,6532,774,12367,1144
2005,CA,44975,3285,42863,4436,159009,11667
2005,CO,3845,388,8946,1180,19336,2120
2005,CT,7764,530,5198,639,17953,1489
2005,DE,3946,266,2121,273,6389,555
2005,DC,-8,-8,-8,-8,-8,-8
2005,FL,42784,2466,38121,3400,83615,6153
2005,GA,27503,1408,16821,1436,45856,2893
2005,HI,246,28,1201,173,5414,732
2005,ID,134,16,4880,717,6027,791
2005,IL,25522,1440,11603,1088,42194,2725
2005,IN,8629,561,12738,1260,22571,1884
2005,IA,1826,184,5410,553,7937,800
2005,KS,2757,212,4659,390,8394,674
2005,KY,5432,384,11941,1604,17658,2004
2005,LA,26071,1425,10323,1146,33774,2309
2005,ME,112,3,1669,107,1894,129
2005,MD,16494,749,5058,341,21640,1097
2005,MA,2720,129,4306,528,9913,788
2005,MI,24904,977,21107,1083,47435,2111
2005,MN,2792,135,4460,351,8677,604
2005,MS,13162,913,5379,850,18729,1786
2005,MO,11921,686,15912,1711,28312,2511
2005,MT,73,1,2375,245,3155,354
2005,NE,1019,67,2343,298,4032,423
2005,NV,2858,225,5555,607,10838,944
2005,NH,132,6,2000,122,2397,133
2005,NJ,16134,824,5019,431,25910,1449
2005,NM,515,61,1416,196,5905,666
2005,NY,30606,1314,11658,842,59941,2802
2005,NC,20312,1051,11341,1423,33776,2589
2005,ND,63,3,863,102,1230,155
2005,OH,20616,1222,20785,1985,42594,3260
2005,OK,6063,612,12134,1438,22371,2455
2005,OR,1227,88,9481,849,12396,1015
2005,PA,20916,684,14692,1129,40351,2029
2005,RI,971,44,1696,150,3423,231
2005,SC,14451,736,6810,761,21646,1514
2005,SD,180,10,2185,224,3107,356
2005,TN,11984,627,11906,1370,24347,2022
2005,TX,59320,5150,48901,6077,155497,13506
2005,UT,418,31,3923,421,5807,575
2005,VT,160,6,1676,142,1926,152
2005,VA,20743,1325,11317,1310,32676,2668
2005,WA,3207,217,9960,987,15927,1455
2005,WV,662,45,4108,433,4832,480
2005,WI,9481,540,10680,754,21348,1349
2005,WY,87,7,1389,192,1825,222
2005,ST,541528,32535,480614,49615,1243196,95096
2005,US,613017,36502,578574,57481,1418392,107518
2005,FE,71489,3967,97960,7866,175196,12422
2006,AL,15889,793,10255,1255,26191,2050
2006,AK,477,37,2184,282,4551,518
2006,AZ,4378,359,13507,1713,32650,3151
2006,AR,5874,336,6483,652,12687,1042
2006,CA,46294,3360,43059,4494,163535,11977
2006,CO,4005,386,9285,1268,20179,2302
2006,CT,8168,559,5493,714,18972,1594
2006,DE,4048,260,2185,290,6615,571
2006,DC,-8,-8,-8,-8,-8,-8
2006,FL,42930,2466,38327,3554,86480,6489
2006,GA,28927,1603,18126,1845,49235,3557
2006,HI,232,26,1158,192,5233,734
2006,ID,135,15,4781,620,6347,777
2006,IL,25809,1374,11753,1144,42386,2720
2006,IN,9291,658,13459,1447,23924,2167
2006,IA,2101,209,5948,752,8049,789
2006,KS,2699,185,4498,382,8178,638
2006,KY,5519,383,12156,1668,17942,2058
2006,LA,24627,1239,9282,1132,34623,2389
2006,ME,122,4,1739,131,1975,145
2006,MD,16686,705,5084,369,21864,1081
2006,MA,2812,149,4420,557,10186,846
2006,MI,25803,999,22176,1121,49407,2170
2006,MN,2770,124,4291,332,8546,562
2006,MS,13451,916,5640,856,19279,1789
2006,MO,11419,718,15500,1812,27588,2579
2006,MT,80,1,2382,235,3209,354
2006,NE,1020,75,2250,272,3994,413
2006,NV,3237,252,5861,737,11709,1130
2006,NH,155,10,2259,148,2633,172
2006,NJ,15997,808,5171,414,25943,1428
2006,NM,532,57,1420,198,5972,667
2006,NY,31048,1314,12095,864,60456,2859
2006,NC,20660,1068,11640,1491,34774,2686
2006,ND,73,1,825,111,1206,157
2006,OH,22051,1313,22096,2338,45465,3701
2006,OK,6482,619,12097,1421,21886,2402
2006,OR,1297,92,9612,848,12687,1020
2006,PA,21545,746,15569,1277,42148,2249
2006,RI,1074,61,1782,170,3716,280
2006,SC,14717,774,6861,805,22013,1603
2006,SD,167,8,1938,215,3009,350
2006,TN,11639,620,11670,1308,23787,1958
2006,TX,59492,4925,48942,6076,158317,13799
2006,UT,438,38,3902,434,5810,623
2006,VT,206,8,1750,143,2058,157
2006,VA,21502,1455,11649,1421,33795,2893
2006,WA,3207,224,10036,1018,16065,1496
2006,WV,749,51,4345,518,5159,574
2006,WI,10070,555,11040,799,21991,1424
2006,WY,93,8,1413,203,1871,243
2006,ST,551997,32946,489394,52046,1276295,99333
2006,US,625842,36860,589728,60437,1456366,112308
2006,FE,73845,3914,100334,8391,180071,12975
2007,AL,16690,883,10520,1275,27254,2158
2007,AK,481,50,2274,296,4603,564
2007,AZ,4570,403,13668,1843,34286,3460
2007,AR,6140,341,6677,691,13248,1066
2007,CA,46975,3326,42352,4319,162654,11628
2007,CO,4066,404,9235,1247,20506,2335
2007,CT,8427,517,5611,672,19428,1496
2007,DE,4080,254,2226,294,6682,575
2007,DC,-8,-8,-8,-8,-8,-8
2007,FL,45940,2602,35356,3807,91365,6854
2007,GA,31552,1589,18824,1935,50711,3545
2007,HI,226,21,1142,193,5232,746
2007,ID,142,9,4844,649,6519,800
2007,IL,25284,1503,11691,1135,42391,2824
2007,IN,8612,640,11690,1394,24837,2295
2007,IA,2026,153,5262,522,8015,717
2007,KS,2678,191,4385,368,8071,625
2007,KY,6192,446,13498,1971,20016,2441
2007,LA,25097,1219,9904,1233,35082,2458
2007,ME,122,5,1774,122,2009,139
2007,MD,16446,728,4977,388,22249,1184
2007,MA,3073,126,4441,522,10646,790
2007,MI,25143,943,21666,1089,48153,2080
2007,MN,2966,132,4354,354,8866,602
2007,MS,14308,992,5922,956,20469,1962
2007,MO,11356,696,15362,1775,27335,2522
2007,MT,87,1,2299,194,3133,298
2007,NE,1074,75,2291,248,4106,399
2007,NV,3378,263,6117,769,12221,1179
2007,NH,166,11,2323,177,2741,202
2007,NJ,15705,763,4847,461,25417,1410
2007,NM,519,45,1416,175,5890,576
2007,NY,30826,1260,12188,846,59866,2754
2007,NC,20850,1051,11828,1446,35344,2626
2007,ND,84,1,838,87,1269,147
2007,OH,22871,1246,22617,2529,46909,3822
2007,OK,6805,632,11849,1411,22141,2462
2007,OR,1265,89,9675,878,12888,1060
2007,PA,22157,853,16180,1375,43506,2463
2007,RI,1075,44,1795,194,3736,282
2007,SC,15078,730,7048,848,22635,1604
2007,SD,178,6,1887,215,2942,369
2007,TN,11955,604,11858,1290,24344,1923
2007,TX,58925,4851,48475,6200,157859,13931
2007,UT,427,29,3872,429,5883,632
2007,VT,205,8,1695,146,1998,118
2007,VA,22127,1375,12192,1532,35055,2929
2007,WA,3280,242,9987,1025,16258,1514
2007,WV,772,58,4458,556,5422,634
2007,WI,10125,547,11147,903,22216,1527
2007,WY,90,8,1394,208,1838,246
2007,ST,562616,32965,487931,53192,1296244,100973
2007,US,638932,36837,591748,61941,1482524,114311
2007,FE,76316,3872,103817,8749,186280,13338
2008,AL,17405,935,10830,1296,28277,2231
2008,AK,465,35,2153,275,4511,503
2008,AZ,4808,416,13742,1991,35739,3763
2008,AR,6338,325,6869,696,13656,1060
2008,CA,47123,3377,41141,4236,162050,11620
2008,CO,4164,395,9266,1179,20980,2294
2008,CT,8398,498,5458,728,19159,1502
2008,DE,4061,248,2106,286,6502,555
2008,DC,-8,-8,-8,-8,-8,-8
2008,FL,43234,1923,38875,3076,95237,7151
2008,GA,30972,1693,17698,1974,49027,3692
2008,HI,223,23,1176,192,5227,728
2008,ID,158,13,4849,591,6532,758
2008,IL,25358,1393,11751,1127,42753,2721
2008,IN,10127,738,14377,1675,25829,2493
2008,IA,2060,159,5202,539,8017,749
2008,KS,2654,148,4344,346,7970,569
2008,KY,5960,391,13098,1851,19436,2270
2008,LA,25703,1287,10054,1225,35865,2516
2008,ME,111,6,1789,138,2039,156
2008,MD,16666,658,5092,383,22264,1060
2008,MA,3057,120,4384,498,10657,751
2008,MI,25822,897,22535,1033,46781,1957
2008,MN,3102,140,4152,356,9240,670
2008,MS,14528,1011,6001,953,20773,1981
2008,MO,11524,638,15566,1756,27737,2449
2008,MT,99,4,2323,233,3158,359
2008,NE,1133,66,2254,258,4130,390
2008,NV,3424,240,5391,610,11761,982
2008,NH,162,8,2263,218,2521,181
2008,NJ,15199,711,4803,417,24654,1299
2008,NM,487,46,1344,160,5754,568
2008,NY,29918,1170,11991,836,57760,2587
2008,NC,21505,1102,12312,1555,36704,2778
2008,ND,84,2,847,108,1292,160
2008,OH,23437,1298,22858,2561,47773,3913
2008,OK,6963,682,11630,1375,22165,2495
2008,OR,1286,90,9601,918,13058,1109
2008,PA,23452,901,17524,1616,46451,2764
2008,RI,1106,45,1809,159,3802,243
2008,SC,15151,735,7012,869,22693,1633
2008,SD,199,11,1867,202,2987,355
2008,TN,12286,643,12180,1460,25099,2129
2008,TX,59508,4858,47631,6263,158653,13853
2008,UT,416,29,3867,448,5912,640
2008,VT,187,5,1728,104,1998,118
2008,VA,22313,1385,12196,1558,35249,2967
2008,WA,3209,186,10253,962,16522,1404
2008,WV,765,48,4561,591,5411,648
2008,WI,9953,447,11136,819,22022,1357
2008,WY,99,8,1447,175,1876,208
2008,ST,566362,32187,493336,52875,1305663,101339
2008,US,642330,35943,599245,61674,1493670,114612
2008,FE,75968,3756,105909,8799,188007,13273
2009,AL,18084,953,11297,1502,29419,2455
2009,AK,506,44,2212,328,4696,589
2009,AZ,4949,407,13783,1943,36768,3776
2009,AR,6622,310,7027,724,14147,1061
2009,CA,46591,3089,40023,3983,160286,10989
2009,CO,4142,361,8976,1038,20694,2101
2009,CT,7902,410,5445,680,18381,1335
2009,DE,3779,206,2197,269,6284,491
2009,DC,-8,-8,-8,-8,-8,-8
2009,FL,48786,2661,43935,4358,96632,7283
2009,GA,31619,1800,16019,1953,53063,3923
2009,HI,251,21,1139,185,5190,701
2009,ID,171,12,4887,583,6656,744
2009,IL,25043,1256,11670,1111,42571,2590
2009,IN,10114,677,14780,1743,26302,2506
2009,IA,2073,152,5246,521,8090,723
2009,KS,2708,148,4381,344,8076,565
2009,KY,5746,343,13211,1923,19343,2295
2009,LA,26378,1326,10660,1282,37164,2616
2009,ME,108,2,1793,141,2048,158
2009,MD,15948,639,5112,401,21206,1049
2009,MA,3062,120,4367,476,10597,719
2009,MI,23413,785,19709,939,43723,1755
2009,MN,3401,130,4261,393,9312,674
2009,MS,13610,822,5934,896,19747,1735
2009,MO,11650,623,15837,1726,28136,2427
2009,MT,86,7,2347,245,3214,391
2009,NE,1106,73,2260,228,4108,366
2009,NV,3351,216,5175,584,11533,949
2009,NH,159,11,2130,147,2564,167
2009,NJ,14902,665,4765,381,24176,1206
2009,NM,492,44,1368,156,5775,588
2009,NY,28821,1085,11982,874,56198,2489
2009,NC,21607,1099,12284,1574,37052,2808
2009,ND,96,2,846,117,1312,174
2009,OH,23347,1253,22780,2674,47617,3989
2009,OK,7035,632,11639,1509,22230,2573
2009,OR,1314,88,9621,934,13278,1125
2009,PA,24501,940,18323,1644,48601,2828
2009,RI,1022,40,1604,151,3444,230
2009,SC,15151,735,7012,869,22771,1517
2009,SD,201,10,1899,211,3054,380
2009,TN,12376,600,11942,1379,24956,2009
2009,TX,58027,4604,47163,6020,157679,13570
2009,UT,442,22,3866,406,5956,582
2009,VT,206,13,1769,137,2065,155
2009,VA,22358,1249,12020,1502,35156,2903
2009,WA,3330,197,10594,995,16836,1397
2009,WV,787,50,4814,628,5683,684
2009,WI,9540,391,9466,762,21859,1306
2009,WY,81,6,1447,186,1861,214
2009,ST,566994,31329,493017,53755,1307509,99860
2009,US,644219,35038,603761,62819,1502002,113485
2009,FE,77225,3709,110744,9064,194493,13625
2010,AL,17550,910,11257,1535,29261,2503
2010,AK,491,37,2332,350,4782,609
2010,AZ,4889,412,13617,1856,36521,3688
2010,AR,6903,282,7611,843,15040,1164
2010,CA,44956,2819,38231,3489,155104,9958
2010,CO,4083,326,9020,1031,20763,2052
2010,CT,7664,390,5380,638,18075,1246
2010,DE,3600,162,2056,269,6149,466
2010,DC,-9,-9,-9,-9,-9,-9
2010,FL,48473,2493,44435,4634,96956,7350
2010,GA,28915,1814,14649,1969,52598,3834
2010,HI,233,17,1153,198,5184,728
2010,ID,169,12,4847,623,6621,810
2010,IL,26457,1341,12701,1313,45496,2922
2010,IN,9687,593,14376,1824,25522,2506
2010,IA,2266,159,5565,574,8675,780
2010,KS,2828,165,4542,370,8428,623
2010,KY,5165,273,12862,1831,18406,2138
2010,LA,26294,1227,10603,1175,37037,2408
2010,ME,142,5,1719,143,1988,166
2010,MD,16082,542,5498,403,21686,959
2010,MA,3081,125,4340,530,10547,766
2010,MI,22971,827,18364,996,42296,1869
2010,MN,3346,128,4162,369,9158,638
2010,MS,13351,678,5984,835,19542,1525
2010,MO,11397,572,16127,1800,28163,2460
2010,MT,100,3,2357,268,3291,425
2010,NE,1117,88,2323,242,4176,411
2010,NV,3388,223,5166,601,11689,964
2010,NH,162,9,2149,181,2560,201
2010,NJ,14786,613,4843,371,23871,1136
2010,NM,472,46,1428,174,6161,602
2010,NY,27658,970,11863,804,54438,2218
2010,NC,21764,1059,12326,1632,37563,2819
2010,ND,102,3,821,102,1308,179
2010,OH,23247,1152,22972,2784,47720,3992
2010,OK,6912,585,11928,1475,23703,2549
2010,OR,1348,83,9608,947,13745,1131
2010,PA,24493,854,18359,1602,48552,2712
2010,RI,922,42,1502,129,3139,218
2010,SC,14658,638,6835,809,22105,1473
2010,SD,181,6,1900,203,3023,411
2010,TN,12425,627,12258,1455,25345,2106
2010,TX,57752,4823,47580,6318,159298,14351
2010,UT,434,20,4078,435,6199,608
2010,VT,199,8,1650,135,1930,149
2010,VA,21551,1259,11859,1543,34790,2848
2010,WA,3259,181,10718,1005,16808,1427
2010,WV,799,57,5071,662,5956,725
2010,WI,9265,345,9311,764,21465,1264
2010,WY,91,3,1462,194,1881,231
2010,ST,558078,30006,491798,54433,1304714,99318
2010,US,635808,33721,603827,63450,1500936,112867
2010,FE,77730,3715,112029,9017,196222,13549
2011,AL,17866,852,11785,1720,29696,2574
2011,AK,483,45,2234,343,4768,644
2011,AZ,4970,395,13797,1857,36470,3550
2011,AR,6714,268,7757,817,14995,1113
2011,CA,41209,2269,33430,2838,141382,8187
2011,CO,3905,307,8746,1056,19957,2021
2011,CT,7180,368,5216,655,17090,1234
2011,DE,3653,187,2272,342,6202,537
2011,DC,-9,-9,-9,-9,-9,-9
2011,FL,47419,2306,44379,4623,95913,7142
2011,GA,33230,1862,16503,1994,52027,3917
2011,HI,232,21,1156,187,5304,733
2011,ID,183,8,5074,687,6854,885
2011,IL,26375,1266,12851,1337,45562,2865
2011,IN,10057,535,14867,1884,26406,2500
2011,IA,2266,137,5307,562,8378,738
2011,KS,2900,199,4619,385,8647,680
2011,KY,5036,274,13651,2139,19091,2454
2011,LA,26250,1179,10902,1198,37326,2384
2011,ME,133,4,1727,144,1981,164
2011,MD,15863,562,5612,411,21576,982
2011,MA,3162,120,4448,558,10832,791
2011,MI,22137,832,18038,1033,41031,1909
2011,MN,3355,130,4096,380,9156,644
2011,MS,13510,668,6104,895,19808,1578
2011,MO,11319,568,16294,1913,28258,2575
2011,MT,81,1,2371,263,3274,404
2011,NE,1163,76,2300,220,4247,369
2011,NV,3466,210,5199,618,11811,967
2011,NH,139,6,2107,155,2444,170
2011,NJ,14005,549,4962,372,22762,1072
2011,NM,505,55,1561,203,6366,632
2011,NY,26525,937,11915,899,53124,2312
2011,NC,21352,1002,12253,1490,36800,2640
2011,ND,88,2,815,101,1276,147
2011,OH,22829,1102,22701,2739,47061,3903
2011,OK,6772,525,11654,1422,23558,2419
2011,OR,1302,77,9552,949,13387,1123
2011,PA,24625,875,18402,1665,48795,2783
2011,RI,934,34,1405,108,3158,179
2011,SC,14241,589,6676,762,21528,1386
2011,SD,195,9,1920,228,3094,441
2011,TN,12637,656,12772,1718,26070,2409
2011,TX,57207,4604,46911,6356,158036,14188
2011,UT,435,28,4131,416,6266,613
2011,VT,195,7,1637,132,1905,148
2011,VA,21636,1175,12416,1593,35321,2809
2011,WA,3167,172,10044,930,16452,1395
2011,WV,787,53,5193,695,6074,752
2011,WI,9195,322,9394,723,21468,1186
2011,WY,88,5,1522,199,1944,239
2011,ST,552976,28433,490678,54914,1284931,97487
2011,US,630629,31993,608800,64379,1487393,111387
2011,FE,77653,3560,118122,9465,202462,13900
